sender	sender_type	sender_id	timestamp	blockId	calibrationTrialset	color	congruency	correct	correctResponse	duration	ended_on	keypress_time	personalDeadline	reaction_time	response	response_action	testTrialset	time_commit	time_end	time_render	time_run	time_show	time_switch	word
	flow.Loop	7_2_3	2021-11-27T13:54:37Z	3	"[{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"			NA		2995	completion	NA	1508	NA			"[{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""red"",""congruency"":""inc"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""blue"",""congruency"":""inc"",""correctResponse"":""n""},{""word"":""PIROS"",""color"":""green"",""congruency"":""inc"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	687294	687294	684282	684269	684299	687311	
3_StroopTestTrial	flow.Sequence	7_2_4_0	2021-11-27T13:54:39Z	3	"[{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	yellow	con	TRUE	m	1741	completion	688421	1508	1110	m		"[{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""red"",""congruency"":""inc"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""blue"",""congruency"":""inc"",""correctResponse"":""n""},{""word"":""PIROS"",""color"":""green"",""congruency"":""inc"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	689052	689052	687294	687303	687311	689068	SÁRGA
3_StroopTestTrial	flow.Sequence	7_2_4_1	2021-11-27T13:54:40Z	3	"[{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	red	inc	NA	x	1741	completion	NA	1508	NA			"[{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""red"",""congruency"":""inc"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""blue"",""congruency"":""inc"",""correctResponse"":""n""},{""word"":""PIROS"",""color"":""green"",""congruency"":""inc"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	690809	690809	689052	689052	689068	690825	ZÖLD
3_StroopTestTrial	flow.Sequence	7_2_4_2	2021-11-27T13:54:42Z	3	"[{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	blue	inc	FALSE	n	1740	completion	690924	1508	99	x		"[{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""red"",""congruency"":""inc"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""blue"",""congruency"":""inc"",""correctResponse"":""n""},{""word"":""PIROS"",""color"":""green"",""congruency"":""inc"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	692566	692565	690809	690809	690825	692583	SÁRGA
3_StroopTestTrial	flow.Sequence	7_2_4_3	2021-11-27T13:54:44Z	3	"[{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	green	inc	NA	c	1740	completion	NA	1508	NA			"[{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""red"",""congruency"":""inc"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""blue"",""congruency"":""inc"",""correctResponse"":""n""},{""word"":""PIROS"",""color"":""green"",""congruency"":""inc"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	694323	694323	692565	692566	692583	694339	PIROS
3_StroopTestTrial	flow.Sequence	7_2_4_4	2021-11-27T13:54:46Z	3	"[{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	yellow	con	NA	m	1741	completion	NA	1508	NA			"[{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""red"",""congruency"":""inc"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""blue"",""congruency"":""inc"",""correctResponse"":""n""},{""word"":""PIROS"",""color"":""green"",""congruency"":""inc"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	696081	696080	694323	694323	694339	696097	SÁRGA
3_StroopTestTrial	flow.Sequence	7_2_4_5	2021-11-27T13:54:48Z	3	"[{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	green	con	FALSE	c	1742	completion	697213	1508	1116	x		"[{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""red"",""congruency"":""inc"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""blue"",""congruency"":""inc"",""correctResponse"":""n""},{""word"":""PIROS"",""color"":""green"",""congruency"":""inc"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	697839	697839	696080	696081	696097	697856	ZÖLD
3_StroopTestTrial	flow.Sequence	7_2_4_6	2021-11-27T13:54:49Z	3	"[{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	yellow	inc	TRUE	m	1740	completion	699328	1508	1472	m		"[{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""red"",""congruency"":""inc"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""blue"",""congruency"":""inc"",""correctResponse"":""n""},{""word"":""PIROS"",""color"":""green"",""congruency"":""inc"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	699597	699596	697839	697840	697856	699612	KÉK
3_StroopTestTrial	flow.Sequence	7_2_4_7	2021-11-27T13:54:51Z	3	"[{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	red	con	TRUE	x	1741	completion	700457	1508	845	x		"[{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""red"",""congruency"":""inc"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""blue"",""congruency"":""inc"",""correctResponse"":""n""},{""word"":""PIROS"",""color"":""green"",""congruency"":""inc"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	701353.0000000001	701353	699596	699597	699612	701369	PIROS
3_StroopTestTrial	flow.Sequence	7_2_4_8	2021-11-27T13:54:53Z	3	"[{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	blue	con	TRUE	n	1741	completion	702527	1508	1158	n		"[{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""red"",""congruency"":""inc"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""blue"",""congruency"":""inc"",""correctResponse"":""n""},{""word"":""PIROS"",""color"":""green"",""congruency"":""inc"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	703110	703110	701353	701354	701369	703127	KÉK
	flow.Loop	7_2_4	2021-11-27T13:54:53Z	3	"[{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"			NA		15799	completion	NA	1508	NA			"[{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""red"",""congruency"":""inc"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""blue"",""congruency"":""inc"",""correctResponse"":""n""},{""word"":""PIROS"",""color"":""green"",""congruency"":""inc"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	703111	703110	687294	687303	687311	703127	
betweenBlockScreen	html.Screen	7_2_5	2021-11-27T13:55:01Z	3	"[{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"			NA		7965	response	NA	1508	NA	continue	keypress(Space)	"[{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""red"",""congruency"":""inc"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""blue"",""congruency"":""inc"",""correctResponse"":""n""},{""word"":""PIROS"",""color"":""green"",""congruency"":""inc"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	711077	711075	703110	703111	703127	711118	
blockLoop	flow.Sequence	7_2	2021-11-27T13:55:01Z	3	"[{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"			NA		38584	completion	NA	1508	NA			"[{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""red"",""congruency"":""inc"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""blue"",""congruency"":""inc"",""correctResponse"":""n""},{""word"":""PIROS"",""color"":""green"",""congruency"":""inc"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	711077	711075	672474	672463	672491	711118	
	flow.Loop	7_3_0	2021-11-27T13:55:04Z	4	"[{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"			NA		2998	completion	NA	NA	NA			"[{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""red"",""congruency"":""inc"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""blue"",""congruency"":""inc"",""correctResponse"":""n""},{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""green"",""congruency"":""inc"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	714116	714116	711102	711077	711118	714134	
4_StroopCalibrationTrial	flow.Sequence	7_3_1_0	2021-11-27T13:55:05Z	4	"[{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	green	con	TRUE	c	763	response	NA	NA	NA	c	keypress(c)	"[{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""red"",""congruency"":""inc"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""blue"",""congruency"":""inc"",""correctResponse"":""n""},{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""green"",""congruency"":""inc"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	714880	714879	714116	714117	714134	714908	ZÖLD
4_StroopCalibrationTrial	flow.Sequence	7_3_1_1	2021-11-27T13:55:06Z	4	"[{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	yellow	con	TRUE	m	956	response	NA	NA	NA	m	keypress(m)	"[{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""red"",""congruency"":""inc"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""blue"",""congruency"":""inc"",""correctResponse"":""n""},{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""green"",""congruency"":""inc"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	715848.0000000001	715847	714891	714880	714908	715881	SÁRGA
4_StroopCalibrationTrial	flow.Sequence	7_3_1_2	2021-11-27T13:55:06Z	4	"[{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	red	con	TRUE	x	884	response	NA	NA	NA	x	keypress(x)	"[{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""red"",""congruency"":""inc"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""blue"",""congruency"":""inc"",""correctResponse"":""n""},{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""green"",""congruency"":""inc"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	716749	716748	715864	715848.0000000001	715881	716786	PIROS
4_StroopCalibrationTrial	flow.Sequence	7_3_1_3	2021-11-27T13:55:07Z	4	"[{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	blue	con	FALSE	n	990	response	NA	NA	NA	m	keypress(m)	"[{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""red"",""congruency"":""inc"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""blue"",""congruency"":""inc"",""correctResponse"":""n""},{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""green"",""congruency"":""inc"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	717761	717760	716770	716750	716786	717792	KÉK
	flow.Loop	7_3_1	2021-11-27T13:55:07Z	4	"[{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"			NA		3626	completion	NA	NA	NA			"[{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""red"",""congruency"":""inc"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""blue"",""congruency"":""inc"",""correctResponse"":""n""},{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""green"",""congruency"":""inc"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	717761	717760	714116	714117	714134	717792	
endCalibrationScreen	html.Screen	7_3_2	2021-11-27T13:55:18Z	4	"[{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"			NA		10914	response	NA	867	NA	continue	keypress(Space)	"[{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""ZÖLD"",""color"":""red"",""congruency"":""inc"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""yellow"",""congruency"":""con"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""red"",""congruency"":""con"",""correctResponse"":""x""},{""word"":""SÁRGA"",""color"":""blue"",""congruency"":""inc"",""correctResponse"":""n""},{""word"":""ZÖLD"",""color"":""green"",""congruency"":""con"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""yellow"",""congruency"":""inc"",""correctResponse"":""m""},{""word"":""PIROS"",""color"":""green"",""congruency"":""inc"",""correctResponse"":""c""},{""word"":""KÉK"",""color"":""blue"",""congruency"":""con"",""correctResponse"":""n""}]"	728692	728690	717776	717762	717792	728735	
